9 17 52 13 67 60 52 86 36 97 25 47 27 35 76 25 43 53 32 42 55 44 11 82 97 77 7 43 26 96 29 17 92 28 46 5 88 40 79 92 0 97 19 58 39 69 11 87 8 32 5 88 29 16 67 6 82 30 6 89 93 98 98 87 98 28 37 67 73 89 80 96 67 44 97 57 83 26 53 91 26 94 79 40 21 13 98 78 17 64 44 99 86 48 67 39 69 79 16 20
60 15 86 4 76 4 44 68 41 45 75 12 59 68 66 59 17 26 10 32 81 25 80 21 91 52 68 91 63 38 16 91 88 34 14 83 83 98 95 28 98 40 72 86 93 98 49 12 70 57 35 70 76 74 46 16 23 90 60 97 54 76 9 88 93 94 43 62 95 2 15 16 3 53 65 78 23 19 89 43 69 36 94 47 81 98 51 83 30 76 60 69 29 87 6 96 43 15 38 96
34 40 19 28 34 69 66 15 28 17 85 13 96 4 67 20 24 32 43 75 92 60 3 45 91 17 63 45 38 84 59 5 3 27 57 65 41 72 6 85 6 30 46 89 37 0 57 4 85 99 9 15 89 32 90 63 62 31 9 45 46 94 53 1 22 97 85 78 67 17 45 69 32 19 19 87 38 34 25 75 24 45 46 75 97 78 73 50 77 81 76 16 31 41 92 25 28 68 40 91
55 98 1 77 34 60 93 64 85 88 54 5 49 28 89 71 97 94 62 35 20 7 75 21 25 57 73 80 67 13 94 13 51 9 11 52 52 52 32 59 21 44 53 95 89 68 83 64 95 10 96 33 91 33 55 36 93 9 84 31 76 92 26 22 30 15 42 55 14 49 71 52 94 88 22 72 82 99 44 93 0 24 97 60 38 70 8 49 93 71 68 0 35 16 25 17 0 84 12 52
24 21 86 72 16 76 16 92 85 44 99 74 21 42 50 92 93 51 28 61 91 13 94 45 77 87 86 3 1 19 1 30 38 93 99 53 31 70 16 8 71 78 44 36 64 34 94 66 36 60 22 79 77 84 53 78 80 19 78 30 5 30 78 9 60 41 63 50 15 64 25 63 26 30 89 86 99 77 62 13 63 33 36 27 13 28 30 9 74 21 13 93 84 59 3 34 46 65 49 52
44 24 39 34 88 48 43 76 32 82 41 62 19 30 55 6 89 97 97 12 69 49 38 1 74 55 91 80 65 48 27 69 58 84 76 19 75 0 97 67 33 99 44 99 30 94 6 91 95 10 85 83 27 14 45 4 79 66 18 48 99 60 45 48 97 17 14 84 89 73 76 34 37 78 39 74 73 54 90 74 22 92 15 84 54 50 67 0 67 48 82 36 18 59 24 21 1 98 49 88
81 77 19 97 12 44 21 67 73 94 14 23 89 36 66 5 44 71 76 97 39 89 73 2 36 86 92 93 7 73 10 16 82 70 0 85 89 85 74 80 4 86 95 83 86 71 6 29 4 50 51 82 93 48 67 66 87 73 84 15 85 20 40 15 74 1 67 40 38 97 40 83 88 50 20 46 32 64 65 1 22 11 45 83 62 90 37 10 49 3 77 20 73 60 49 97 88 70 81 85
22 12 48 72 64 97 54 78 79 50 57 28 70 30 53 12 11 79 42 76 88 78 22 78 69 13 62 31 36 64 70 81 37 29 25 69 19 57 1 61 43 68 58 78 36 70 44 22 34 51 4 35 47 20 8 11 75 35 1 15 46 57 41 74 79 85 80 60 23 44 36 54 76 95 65 48 88 80 58 79 29 46 92 88 54 38 34 50 89 54 10 44 30 7 71 83 77 88 88 24
63 95 48 25 58 7 70 60 78 1 46 26 23 71 76 94 52 96 5 36 45 33 57 7 80 27 16 8 25 82 7 38 71 97 92 91 6 56 16 4 74 83 97 84 76 39 12 41 67 73 1 24 6 73 64 86 5 85 66 94 48 79 89 1 31 28 5 11 98 90 8 24 60 6 42 55 11 30 80 82 74 7 41 78 68 10 50 60 95 32 60 28 38 30 12 81 43 46 90 54
47 0 41 63 1 64 86 14 90 64 50 91 30 16 53 75 58 16 21 33 23 74 68 79 88 21 73 34 19 37 64 70 30 7 0 25 75 39 40 86 0 93 53 78 5 45 71 70 6 3 6 10 46 69 75 25 84 6 98 49 59 63 14 21 25 75 92 74 15 69 25 38 65 76 39 11 88 86 4 95 3 46 92 50 34 30 36 88 84 14 35 41 39 16 69 43 42 68 86 39
34 72 64 82 41 75 52 85 51 55 35 62 10 30 91 77 41 21 15 4 74 36 20 87 24 2 65 54 87 18 69 71 23 24 94 74 12 52 94 56 78 83 18 60 49 7 73 12 1 94 50 51 76 10 16 57 88 47 13 16 2 96 59 22 61 87 55 51 67 40 86 44 38 28 85 56 77 33 64 34 68 20 51 55 73 66 43 85 93 1 62 68 26 44 89 1 74 75 62 60
88 42 79 30 81 92 9 62 82 64 12 51 72 57 38 83 85 45 46 67 77 62 71 95 31 68 25 82 69 90 4 58 28 68 42 89 73 72 98 35 88 96 58 32 31 15 68 52 59 55 89 89 66 83 73 92 21 85 19 32 69 86 76 79 3 24 74 57 96 48 39 10 48 28 70 76 44 59 45 85 81 72 67 5 66 71 72 67 63 74 78 12 16 68 83 9 94 60 61 67
16 83 93 0 12 25 99 75 91 5 72 86 30 80 93 58 67 20 15 5 63 25 7 80 29 63 36 4 15 54 79 10 76 99 91 95 66 27 25 17 0 24 97 35 54 26 6 57 72 40 22 36 20 56 62 19 80 21 52 34 80 26 65 42 39 34 42 33 60 6 54 51 83 6 46 61 65 99 39 69 32 32 22 3 35 96 90 10 21 72 91 17 68 34 43 43 83 81 93 62
12 41 43 20 68 93 44 67 76 91 43 58 85 48 83 91 38 73 63 60 88 37 52 45 22 68 28 94 35 20 33 4 69 78 47 29 63 82 62 70 29 94 63 49 82 60 80 34 94 51 14 73 98 56 39 56 52 58 29 30 3 46 94 33 43 67 36 12 96 89 10 97 33 4 3 93 55 92 30 71 99 66 95 77 49 21 38 0 69 66 73 88 79 81 75 28 49 93 46 63
40 82 40 52 64 88 86 38 20 91 56 58 86 21 17 33 26 44 66 72 45 29 85 59 35 27 88 18 65 16 98 6 17 52 9 87 99 16 97 60 9 86 23 28 45 93 81 60 57 24 86 13 56 50 41 3 95 77 87 6 34 91 8 24 0 40 17 63 72 94 75 32 34 29 35 24 6 90 47 6 91 46 68 38 6 71 44 36 96 43 93 76 68 16 11 97 78 75 35 87
93 63 53 49 92 92 71 2 91 96 30 84 22 82 20 43 67 2 86 71 24 53 9 88 75 57 36 97 85 70 12 43 96 2 50 39 61 99 52 95 30 59 70 29 96 24 27 68 75 24 84 83 16 26 5 83 27 83 2 29 75 96 99 96 55 29 47 91 66 25 69 14 9 66 32 73 72 16 81 34 2 53 82 41 24 0 61 76 1 30 18 88 83 40 61 16 69 94 79 88
20 3 91 15 54 75 72 13 25 89 45 68 80 77 75 39 49 97 34 64 99 10 51 66 56 41 97 94 6 18 7 7 45 81 57 35 52 12 65 36 81 60 59 46 46 51 52 39 37 26 52 85 94 98 58 15 32 28 52 23 33 93 15 86 51 31 52 17 23 74 84 26 47 70 69 89 30 37 29 61 58 87 82 93 23 75 55 84 54 49 42 81 84 47 10 95 24 41 63 85
87 92 52 95 79 4 29 60 97 61 5 83 55 59 1 52 88 30 45 16 22 36 90 19 22 12 93 29 38 54 55 43 96 4 90 84 13 77 99 36 16 92 76 51 27 48 92 32 23 45 24 48 48 45 93 38 79 19 51 77 48 68 64 4 2 48 37 60 73 16 48 35 78 30 59 36 84 8 48 23 30 80 82 79 60 47 58 45 15 41 65 58 22 29 33 59 53 33 58 88
59 72 83 91 14 82 66 35 89 16 64 21 7 29 24 69 70 35 30 96 27 86 7 52 11 74 83 13 65 71 77 23 91 82 89 47 18 90 92 11 18 32 81 68 53 54 57 38 2 57 28 23 41 62 36 0 53 58 5 44 54 78 5 85 69 34 22 92 17 64 30 52 95 39 11 18 63 56 35 7 32 77 13 39 50 49 36 73 95 59 0 82 65 70 47 22 77 72 45 93
2 21 91 6 28 39 73 70 71 71 74 83 53 83 52 63 46 98 20 99 37 67 39 95 76 70 30 43 80 23 31 26 67 77 16 54 9 54 95 1 68 39 15 43 35 78 22 95 54 94 20 6 59 0 39 33 68 3 39 83 24 5 23 48 67 56 65 35 42 57 79 98 50 36 22 17 67 24 3 84 28 62 91 47 94 92 19 90 82 62 17 42 74 52 42 93 90 45 57 18
15 44 98 93 9 41 14 3 90 63 18 17 58 91 82 37 52 95 76 38 96 44 29 81 43 85 80 8 60 73 0 98 32 95 71 66 5 4 72 25 54 96 64 62 66 12 64 20 94 87 46 59 16 84 99 51 89 48 72 14 29 73 31 31 14 9 52 38 62 75 27 1 97 38 12 0 70 24 34 69 32 58 72 83 17 53 42 72 58 33 90 49 18 74 6 37 59 44 5 76
36 11 76 45 2 63 7 54 57 94 12 47 59 58 39 50 38 22 94 85 9 55 51 92 9 15 72 97 21 70 67 93 84 35 66 32 68 93 0 60 43 27 5 18 81 53 2 42 85 36 53 65 49 83 43 67 55 71 70 86 30 48 86 11 24 77 74 31 81 42 52 99 79 67 49 3 24 28 30 57 93 7 68 44 36 69 97 11 73 49 28 40 36 58 77 68 45 67 96 41
4 4 95 61 83 22 70 21 26 58 95 34 2 19 86 51 41 89 82 71 41 62 0 92 1 99 69 8 0 74 19 86 17 31 68 53 66 7 81 48 45 69 8 94 44 91 72 76 20 35 10 7 44 26 97 33 7 93 93 21 39 2 60 23 16 93 56 20 76 8 25 93 48 71 89 32 87 44 85 38 45 86 64 24 27 29 53 51 49 42 26 45 48 23 18 98 13 80 10 24
61 11 27 91 91 33 3 24 99 39 39 82 32 80 36 1 1 23 93 62 71 7 47 96 74 16 54 90 36 2 95 68 98 5 78 38 42 7 82 22 44 70 7 82 53 31 27 34 45 35 0 79 64 0 45 28 64 95 55 36 93 53 46 68 29 86 20 27 16 29 1 27 87 69 52 9 56 48 77 28 69 26 15 37 6 52 52 15 36 42 94 38 12 85 8 53 99 50 57 8
83 27 13 78 58 70 94 27 10 23 65 98 48 96 33 5 88 49 35 72 33 10 2 55 98 0 97 26 49 60 15 64 58 44 5 31 86 79 79 93 61 35 48 40 22 45 43 78 83 29 38 24 35 23 72 43 41 21 40 40 53 57 75 36 6 45 10 19 0 38 72 62 74 18 85 26 67 77 24 12 13 17 15 10 18 73 16 23 14 87 33 21 84 45 11 62 5 82 32 17
58 89 36 15 98 54 81 73 55 99 77 23 15 89 87 46 94 55 37 70 38 63 85 11 47 32 23 41 52 59 50 49 54 13 17 94 59 16 43 44 90 57 30 60 45 45 89 92 3 2 32 28 15 29 40 94 81 66 31 65 91 0 17 48 46 61 55 73 35 96 24 80 8 97 98 30 3 0 95 57 53 50 84 30 99 53 21 64 21 27 14 23 51 48 24 25 92 55 51 84
20 5 48 0 81 36 90 33 10 60 49 88 84 71 38 7 24 90 89 31 37 34 8 66 6 68 7 4 79 49 57 53 92 9 46 64 41 94 69 2 64 47 8 50 69 73 93 51 40 50 80 14 96 76 74 2 50 76 76 18 31 4 52 70 38 22 91 16 25 94 60 28 83 38 0 13 78 67 6 15 14 55 1 10 98 9 28 8 53 76 77 14 67 84 73 86 2 85 94 77
31 62 74 31 97 29 92 31 48 35 93 46 26 58 68 94 42 97 13 47 9 56 66 48 41 21 11 78 72 54 44 42 25 96 48 92 88 3 29 68 16 27 57 20 40 55 42 86 26 35 94 83 52 27 72 56 72 50 19 21 51 5 68 87 69 93 10 54 51 98 26 62 16 64 63 41 68 69 19 18 81 61 26 41 40 87 3 19 76 45 37 15 97 1 99 1 61 88 11 21
65 68 76 35 82 70 62 10 74 6 2 99 4 41 90 4 8 14 98 96 5 80 64 24 9 28 49 15 63 23 92 94 60 22 74 19 12 72 31 18 34 24 40 84 21 84 89 52 8 45 45 88 72 68 88 5 8 20 65 5 37 5 20 64 43 56 29 84 72 36 73 22 40 4 84 6 93 34 20 62 40 4 70 77 27 25 22 45 60 66 72 96 74 45 84 55 6 17 17 56
93 92 13 37 68 46 95 8 12 2 99 32 56 30 71 26 15 66 6 25 14 9 65 51 1 92 31 83 25 43 93 98 3 77 98 75 42 1 41 46 7 42 69 65 20 20 56 0 49 49 63 51 70 47 17 82 76 30 34 29 56 20 17 87 66 99 1 76 3 11 29 20 96 36 63 50 80 55 6 85 39 64 82 29 77 26 39 13 90 46 20 28 39 89 59 10 74 65 22 41
5 30 75 43 40 9 72 77 0 69 8 40 98 4 2 23 61 84 84 77 31 34 74 53 95 46 24 35 87 57 12 65 54 39 69 70 60 53 77 57 60 82 59 5 67 69 92 27 72 7 11 53 87 52 8 62 26 71 63 70 65 21 84 72 68 38 8 37 43 64 49 70 52 4 27 29 21 90 8 95 0 35 89 66 79 97 53 49 85 31 66 8 64 78 73 83 17 75 95 89
8 5 85 21 57 94 91 7 99 73 29 43 59 34 90 50 25 5 2 98 8 48 29 80 76 16 72 41 51 90 76 84 9 14 68 41 97 99 32 79 43 24 28 49 40 82 65 52 78 44 34 24 12 60 57 67 21 59 96 22 40 74 67 93 97 61 79 26 50 52 9 61 56 52 0 51 50 81 67 97 22 54 58 35 95 28 62 23 56 2 22 98 63 36 97 93 20 55 50 65
38 73 23 86 10 37 97 84 47 17 27 87 6 10 1 67 75 32 95 19 31 10 46 98 20 76 65 46 61 72 72 9 35 69 10 57 73 63 97 77 70 99 14 37 12 61 16 84 47 71 49 0 35 51 91 82 59 42 45 19 38 95 94 2 27 34 85 31 49 81 66 85 7 86 7 7 22 55 83 15 90 99 59 24 85 29 34 4 40 5 82 97 94 42 23 53 56 78 0 67
38 81 28 60 62 92 23 66 46 44 33 80 2 86 98 94 32 52 14 46 43 23 2 3 10 31 88 61 5 34 84 9 72 89 0 83 55 83 90 65 66 83 94 93 58 61 81 90 55 96 56 19 96 70 65 77 64 87 77 26 78 90 73 9 51 66 54 92 22 12 3 28 92 98 16 0 86 0 29 4 8 40 79 27 39 43 75 67 65 38 1 37 91 82 74 0 39 44 85 93
11 87 38 95 66 51 36 4 94 2 74 41 34 37 92 71 68 26 75 34 25 11 60 80 44 70 72 57 0 90 14 82 90 64 8 83 99 7 53 42 74 21 83 17 81 71 26 46 87 87 49 85 85 76 83 38 53 97 22 1 63 78 52 50 8 59 37 20 31 66 21 41 98 59 0 90 92 66 39 73 89 49 90 68 51 99 18 84 50 96 57 30 54 14 68 85 63 67 17 76
2 0 84 89 90 9 46 98 81 82 8 38 76 85 62 80 64 89 4 24 47 51 81 90 3 43 53 35 33 9 50 5 52 16 47 38 86 15 77 92 23 46 39 87 6 28 4 60 29 54 42 89 8 34 37 69 0 45 24 77 48 89 83 34 53 92 34 69 74 41 93 33 26 60 28 92 45 55 65 92 85 38 19 71 78 1 81 65 71 71 20 82 86 99 30 71 73 42 96 21
59 70 65 23 99 22 26 23 15 37 64 41 31 92 12 95 83 95 39 92 7 75 75 50 73 19 16 1 16 15 42 30 55 8 9 52 80 40 42 10 82 61 30 46 41 34 93 8 64 49 76 5 95 79 6 74 87 76 72 55 18 98 67 93 32 9 46 44 42 56 44 13 32 34 30 27 46 18 21 22 50 79 71 73 93 44 27 76 83 23 38 6 12 49 96 37 4 86 4 42
57 81 55 14 96 17 9 81 14 69 80 10 11 53 70 7 20 34 74 75 68 33 60 8 64 26 40 46 5 67 50 30 62 62 23 31 22 58 83 82 77 15 80 39 73 63 61 99 64 13 74 48 68 91 91 91 40 26 36 69 13 35 28 36 91 84 53 39 6 25 7 53 66 87 50 37 39 84 9 49 73 84 44 69 18 80 94 67 70 81 80 17 26 60 24 37 14 35 41 43
96 70 13 55 80 18 49 61 96 46 50 6 35 89 92 73 74 27 35 86 84 27 55 26 91 64 92 84 29 71 74 74 20 32 43 2 12 49 55 98 50 31 63 29 66 66 49 57 4 47 22 50 44 36 69 29 32 24 32 9 38 19 29 60 22 72 71 45 59 50 4 92 84 8 32 19 46 96 3 43 28 45 40 67 12 83 24 53 60 0 81 52 72 45 73 21 94 70 85 52
81 98 61 19 34 65 51 59 91 27 3 86 79 45 77 27 47 14 5 86 69 7 55 70 26 79 99 42 44 58 14 0 70 40 42 16 48 77 17 73 82 10 85 31 39 87 32 28 41 43 31 80 98 51 69 95 98 94 55 66 32 56 57 44 19 62 90 46 58 73 41 1 29 67 76 56 41 2 42 17 85 86 4 80 40 82 87 65 51 94 80 1 31 35 55 85 50 46 5 2
48 2 33 24 78 56 29 96 66 4 86 15 37 69 52 57 97 9 10 74 9 54 38 48 59 89 92 33 89 17 77 71 46 30 81 37 39 70 52 83 44 63 49 89 52 79 28 48 58 28 46 85 36 24 18 2 25 60 23 14 22 67 19 1 32 77 18 76 22 9 44 78 20 32 59 19 86 11 76 79 27 19 11 11 20 50 64 87 14 49 13 28 39 24 74 68 67 21 44 94
33 37 29 68 91 55 47 29 92 62 27 44 24 49 59 38 21 17 43 88 61 71 97 53 90 87 32 13 29 21 2 18 82 93 20 69 64 92 89 20 56 32 41 63 50 72 25 37 96 81 84 52 17 36 88 15 97 26 49 67 76 88 77 20 72 82 57 26 98 90 34 7 95 93 32 78 55 62 43 17 31 2 35 87 52 30 37 17 11 79 34 58 82 59 92 52 10 16 35 10
3 18 38 47 29 48 6 35 73 44 26 36 83 71 71 98 45 67 37 72 12 51 23 75 41 18 16 11 34 7 39 89 70 96 96 74 39 11 59 70 50 34 93 29 73 90 56 80 28 41 88 71 52 89 71 37 23 72 85 37 79 71 12 91 35 32 77 6 7 24 76 13 52 95 68 76 83 57 11 61 16 4 97 18 79 75 63 20 50 15 46 80 13 96 55 73 22 86 29 35
47 72 36 58 26 17 89 2 35 45 84 93 71 94 13 29 5 59 70 1 29 25 19 74 4 33 59 54 67 69 67 95 73 39 9 93 31 2 26 42 11 25 10 93 72 33 23 97 78 27 89 47 75 35 1 90 20 79 41 79 90 19 15 72 63 48 48 0 81 43 95 76 93 11 50 72 12 99 56 25 74 37 7 86 94 97 24 84 26 26 5 91 27 18 10 57 96 25 7 89
67 88 85 65 64 13 87 35 69 86 15 30 5 81 69 78 69 51 99 53 84 42 46 90 94 7 56 91 79 64 26 99 33 32 91 43 3 85 66 81 32 11 45 38 79 25 11 8 0 53 75 8 59 59 21 40 91 46 68 21 58 98 32 99 35 97 19 97 24 77 83 38 77 9 29 92 41 0 24 59 3 82 7 34 47 16 5 2 35 78 67 43 72 59 82 79 81 85 10 48
6 13 29 62 61 38 93 37 61 9 25 72 74 71 96 65 77 22 67 63 20 73 80 30 61 87 56 2 59 89 50 38 25 19 16 38 22 36 34 71 81 93 21 50 29 36 46 11 7 21 66 35 63 45 12 65 65 21 85 13 42 53 63 14 57 58 49 45 13 36 94 33 39 92 77 93 97 49 68 60 31 25 19 31 25 35 70 44 56 74 65 62 16 73 17 73 46 93 24 23
7 50 17 7 73 54 12 93 20 34 14 46 39 54 98 86 48 35 7 7 2 58 14 56 82 68 82 17 32 29 92 9 54 14 26 25 53 58 75 7 95 34 46 15 89 27 34 36 30 20 47 7 75 57 69 95 92 76 41 1 55 38 30 98 24 15 14 92 13 25 1 50 95 14 97 54 72 33 83 6 10 24 21 7 44 91 33 12 83 51 80 82 88 59 70 82 64 63 85 96
24 44 84 98 14 22 42 0 40 1 23 19 79 97 34 15 39 52 23 98 1 38 96 6 33 6 3 82 10 48 14 99 82 36 73 28 26 98 63 32 17 24 55 27 47 44 33 52 29 95 90 5 80 33 88 20 63 93 77 76 41 87 49 11 23 32 78 3 17 62 48 38 18 5 42 39 69 53 39 13 79 53 68 50 99 19 0 88 79 69 65 11 55 80 83 51 75 63 63 87
97 57 62 23 33 11 98 97 81 36 11 74 19 58 85 8 53 34 18 19 15 58 95 20 31 46 12 84 38 28 19 5 17 81 41 33 78 81 67 36 39 56 18 92 47 46 26 15 24 64 64 32 41 16 54 5 65 27 43 21 40 32 91 40 49 48 64 59 35 92 78 85 79 31 36 30 57 21 99 8 39 54 2 91 20 3 19 25 33 81 21 82 41 15 51 72 8 27 79 38
21 56 23 2 85 95 80 32 43 58 71 9 6 64 73 73 83 82 89 37 64 89 65 99 37 21 58 77 32 42 84 20 16 53 13 38 25 73 74 87 0 70 63 45 85 77 20 29 64 54 93 55 96 15 36 17 88 30 0 56 36 64 8 60 32 3 52 9 16 4 16 94 52 5 58 29 16 95 33 91 90 55 11 25 22 78 34 59 51 89 50 76 52 58 26 66 86 93 70 56
56 54 75 97 91 15 25 75 91 72 37 71 57 25 50 19 14 20 2 57 16 56 44 94 96 73 52 19 84 80 80 50 58 37 66 53 40 20 28 54 46 49 66 22 93 40 38 39 29 31 88 24 41 49 37 97 65 7 6 14 40 60 97 24 23 23 39 96 89 11 18 2 73 22 64 79 22 11 33 47 37 56 82 15 12 97 78 33 69 48 53 87 60 97 83 0 57 98 54 72
94 82 3 16 72 71 79 51 72 55 44 35 92 27 45 66 55 59 70 14 37 38 93 91 22 23 62 4 26 38 12 37 5 31 20 51 32 95 33 61 99 92 6 85 96 96 52 58 84 37 10 45 81 72 5 85 64 77 83 15 4 5 21 62 43 23 25 96 51 84 93 77 27 42 80 47 67 67 44 78 89 97 18 57 26 61 6 9 60 65 82 14 53 46 96 91 28 29 65 93
83 76 93 43 12 97 49 29 72 63 76 98 85 12 37 78 78 6 51 84 49 97 90 72 12 28 26 16 76 91 81 88 58 32 46 16 75 53 19 97 59 97 38 99 24 90 68 33 99 95 77 1 67 18 92 21 5 40 6 74 36 15 69 85 26 32 71 99 34 5 90 21 27 65 98 3 54 75 2 5 91 99 51 4 18 79 31 26 4 22 41 12 58 83 80 78 17 7 60 4
11 90 15 56 90 19 29 17 23 15 87 38 12 12 58 77 70 66 40 42 65 65 74 90 88 9 26 29 45 47 15 56 56 44 42 91 11 26 79 54 11 93 97 73 97 80 82 85 23 33 79 53 92 87 90 45 72 13 76 25 37 54 42 58 87 43 6 9 34 80 71 40 98 98 62 13 2 68 18 35 77 41 95 39 37 18 16 92 92 85 22 51 73 89 89 22 18 62 68 18
87 87 66 82 28 86 2 86 59 96 67 16 0 18 92 9 36 11 50 91 23 15 11 14 8 96 45 9 99 15 79 26 47 12 68 92 13 17 94 84 87 36 40 54 20 96 3 98 5 74 65 15 40 33 84 22 56 74 73 90 77 52 48 98 4 71 51 35 61 55 10 60 88 12 86 31 2 43 48 71 12 31 75 79 89 1 40 40 40 77 11 77 64 94 7 29 99 0 38 14
49 99 5 29 41 35 60 31 8 62 70 18 5 30 36 79 77 24 64 30 33 7 0 66 40 29 11 75 24 18 83 46 15 87 63 0 47 38 95 88 99 62 70 61 49 66 75 19 76 69 4 82 57 89 26 62 81 16 41 21 16 38 19 93 1 21 26 8 84 5 63 44 36 55 75 48 22 28 29 52 26 82 59 16 17 3 81 12 63 21 68 78 97 21 53 29 9 14 91 21
49 40 7 91 77 21 34 21 54 20 74 5 99 69 57 75 65 77 97 13 30 38 20 54 69 81 98 37 49 77 13 63 18 35 15 91 48 44 87 86 23 66 93 55 31 79 15 67 73 62 80 4 22 72 51 86 18 18 41 50 51 92 70 59 88 65 13 26 40 43 65 43 23 78 78 17 58 96 41 96 58 64 45 33 11 95 35 1 14 22 11 39 89 9 66 88 65 95 34 52
72 44 57 18 29 87 95 55 17 40 66 91 86 37 78 96 37 15 4 27 72 67 43 56 62 53 94 98 42 41 89 67 70 5 6 1 64 11 45 45 6 66 79 11 43 94 76 70 73 75 19 81 23 14 78 34 70 80 6 26 28 75 24 53 21 55 49 7 38 20 47 40 26 36 59 8 23 95 6 2 85 93 91 46 85 75 36 48 45 18 41 75 10 85 95 33 41 61 13 85
6 70 50 3 42 44 43 99 76 59 44 24 46 51 62 30 53 54 4 82 87 99 0 37 27 46 67 44 86 93 15 38 72 7 85 78 84 91 59 59 33 20 76 45 89 2 57 6 75 35 14 4 24 54 70 5 1 24 8 65 4 89 62 70 24 94 18 18 50 77 58 24 69 36 92 16 81 5 66 36 43 57 40 55 52 24 68 29 35 65 65 20 47 27 87 9 98 46 57 22
34 9 81 30 14 80 20 1 21 22 33 50 37 17 91 58 35 49 61 92 13 6 86 13 95 49 14 80 46 0 19 34 98 29 95 2 43 16 69 9 43 79 90 36 49 91 22 78 97 37 78 99 3 35 1 61 65 3 86 70 68 80 28 75 69 15 57 63 84 59 18 95 74 14 64 77 88 47 27 25 66 36 39 20 89 27 7 87 35 11 8 92 81 94 15 11 71 16 78 30
